column_name,data_type,original,pre_enrichment_col_seq,original_column_name,desc_en,orginal_col_seq,count,lang,sentiment_required,is_identifier,is_categorical,category_values,stakeholder_category,analysis_category
activity_conducted_as_per_guide_2b1,VARCHAR,TRUE,62,2B.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,2B.1 Has the activity been conducted according to the steps described in the teacher's guide,62,705,hi,yes,FALSE,TRUE,"['nan', 'No, the activity was not conducted according to the steps in the teaching plan', 'Yes, the activity was conducted according to the steps in the teaching plan']",nan,class_activity_2b_obs
activity_conducted_as_per_guide_2b1_sentiment,VARCHAR,FALSE,62.1,2B.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,Sentiment: 2B.1 Has the activity been conducted according to the steps described in the teacher's guide,62,705,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2b_obs
children_participation_in_activity,VARCHAR,TRUE,63,2B.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं?,"2B.2 During the activity in class, are 70% or more children participating in the teaching work",63,705,hi,yes,FALSE,TRUE,"['nan', 'No, less than 70% of children participated', 'Teacher did not give opportunities for practice', 'Yes, 70% or more children participated']",nan,class_activity_2b_obs
children_participation_in_activity_sentiment,VARCHAR,FALSE,63.1,2B.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं?,"Sentiment: 2B.2 During the activity in class, are 70% or more children participating in the teaching work",63,705,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2b_obs
teacher_activities_in_letter_identification,VARCHAR,TRUE,64,2C शिक्षक वर्ण/मात्रा पहचान और ब्लेंडिंग में क्या-क्या कर रहे है?,2C What is the teacher doing in identifying letters and blending,64,1264,hi,yes,FALSE,TRUE,"['unknown', 'None of the above happened', 'Giving children 2-3 different types of opportunities to practice', 'Giving children the opportunity to practice independently', 'Making children practice in pairs or groups']",nan,class_activity_2c_obs
teacher_activities_in_letter_identification_sentiment,VARCHAR,FALSE,64.1,2C शिक्षक वर्ण/मात्रा पहचान और ब्लेंडिंग में क्या-क्या कर रहे है?,Sentiment: 2C What is the teacher doing in identifying letters and blending,64,1264,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2c_obs
activity_conducted_as_per_guide_2c1,VARCHAR,TRUE,65,2C.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,2C.1 Has the activity been conducted according to the steps described in the teacher's guide,65,1264,hi,yes,FALSE,TRUE,"['nan', 'No, the activity was not conducted according to the steps in the teaching plan', 'Yes, the activity was conducted according to the steps in the teaching plan']",nan,class_activity_2c_obs
activity_conducted_as_per_guide_2c1_sentiment,VARCHAR,FALSE,65.1,2C.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,Sentiment: 2C.1 Has the activity been conducted according to the steps described in the teacher's guide,65,1264,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2c_obs
participation_in_teaching_activity,VARCHAR,TRUE,66,2C.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे है?,"2C.2 During the activity in the class, are 70% or more children participating in the teaching work",66,1264,hi,yes,FALSE,TRUE,"['nan', 'No, less than 70% of children participated', 'Teacher did not give opportunities for practice', 'Yes, 70% or more children participated']",nan,class_activity_2c_obs
participation_in_teaching_activity_sentiment,VARCHAR,FALSE,66.1,2C.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे है?,"Sentiment: 2C.2 During the activity in the class, are 70% or more children participating in the teaching work",66,1264,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2c_obs
teacher_reading_practice,VARCHAR,TRUE,67,2D शिक्षक शब्द /वाक्य के पठन अभ्यास में क्या-क्या कर रहे हैं ?,2D What are the teachers doing in the practice of reading words - sentences,67,800,hi,yes,FALSE,TRUE,"['Showing how to read words in an ideal manner 2-3 times', 'nan', 'None of the above happened', 'Giving children the opportunity to read independently', 'Making children practice in pairs or groups']",nan,class_activity_2d_obs
teacher_reading_practice_sentiment,VARCHAR,FALSE,67.1,2D शिक्षक शब्द /वाक्य के पठन अभ्यास में क्या-क्या कर रहे हैं ?,Sentiment: 2D What are the teachers doing in the practice of reading words - sentences,67,800,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2d_obs
activity_conducted_as_per_guide_2d1,VARCHAR,TRUE,68,2D.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,2D.1Has the activity been conducted according to the steps of the teaching plan described in the teacher's guide,68,800,hi,yes,FALSE,TRUE,"['nan', 'No, the activity was not conducted according to the steps of the teaching plan', 'Yes, the activity was conducted according to the steps of the teaching plan']",nan,class_activity_2d_obs
activity_conducted_as_per_guide_2d1_sentiment,VARCHAR,FALSE,68.1,2D.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,Sentiment: 2D.1Has the activity been conducted according to the steps of the teaching plan described in the teacher's guide,68,800,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2d_obs
participation_in_teaching_activity_2,VARCHAR,TRUE,69,2D.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं ?,"2D.2 During the activity in the class, are 70% or more children participating in the teaching work",69,800,hi,yes,FALSE,TRUE,"['nan', 'No, less than 70% of children participated', 'Teacher did not give opportunities for practice', 'Yes, 70% or more children participated']",nan,class_activity_2d_obs
participation_in_teaching_activity_2_sentiment,VARCHAR,FALSE,69.1,2D.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं ?,"Sentiment: 2D.2 During the activity in the class, are 70% or more children participating in the teaching work",69,800,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2d_obs
teacher_reading_process,VARCHAR,TRUE,70,2E. शिक्षक पठन प्रक्रिया में क्या-क्या कर रहे हैं ?,2E What are the teachers doing in the reading process,70,395,hi,yes,FALSE,TRUE,"['unknown', 'None of the above happened', 'Reading the text aloud to the students', 'Giving children opportunities to practice in groups or pairs', 'Helping children while they read the text independently']",nan,class_activity_2e_obs
teacher_reading_process_sentiment,VARCHAR,FALSE,70.1,2E. शिक्षक पठन प्रक्रिया में क्या-क्या कर रहे हैं ?,Sentiment: 2E What are the teachers doing in the reading process,70,395,hi,yes,FALSE,FALSE,"['negative', 'neutral', 'positive', 'unknown']",nan,class_activity_2e_obs
activity_conducted_as_per_guide_2e1,VARCHAR,TRUE,71,2E.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,2E.1 Has the activity been conducted according to the steps described in the teacher's guide?,71,395,hi,yes,FALSE,TRUE,"['nan', 'No, the activity was not conducted according to the steps in the teaching plan', 'Yes, the activity was conducted according to the steps in the teaching plan']",nan,class_activity_2e_obs
activity_conducted_as_per_guide_2e1_sentiment,VARCHAR,FALSE,71.1,2E.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,Sentiment: 2E.1 Has the activity been conducted according to the steps described in the teacher's guide?,71,395,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2e_obs
children_participation_in_activity_2e2,VARCHAR,TRUE,72,2E.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं ?,"2E.2 During the activity in the class, are 70% or more children participating in the teaching work?",72,395,hi,yes,FALSE,TRUE,"['nan', 'No, less than 70% children participated', 'Teacher did not give opportunities for practice', 'Yes, 70% or more children participated']",nan,class_activity_2e_obs
children_participation_in_activity_2e2_sentiment,VARCHAR,FALSE,72.1,2E.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं ?,"Sentiment: 2E.2 During the activity in the class, are 70% or more children participating in the teaching work?",72,395,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2e_obs
teacher_role_in_writing_process_2f,VARCHAR,TRUE,73,2F. शिक्षक लेखन प्रक्रिया में क्या-क्या कर रहे है?,2F. What is the teacher doing in the writing process?,73,281,hi,yes,FALSE,TRUE,"['nan', 'None of the above happened', 'Giving children the opportunity to practice', 'Giving individual feedback on writing', 'Giving clear instructions and examples']",nan,class_activity_2f_obs
teacher_role_in_writing_process_2f_sentiment,VARCHAR,FALSE,73.1,2F. शिक्षक लेखन प्रक्रिया में क्या-क्या कर रहे है?,Sentiment: 2F. What is the teacher doing in the writing process?,73,281,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2f_obs
activity_conducted_as_per_guide_2f1,VARCHAR,TRUE,74,2F.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,2F.1 Has the activity been conducted according to the steps described in the teacher's guide?,74,281,hi,yes,FALSE,TRUE,"['nan', 'No, the activity was not conducted according to the steps in the teaching plan', 'Yes, the activity was conducted according to the steps in the teaching plan']",nan,class_activity_2f_obs
activity_conducted_as_per_guide_2f1_sentiment,VARCHAR,FALSE,74.1,2F.1 क्या गतिविधि को शिक्षक संदर्शिका में वर्णित शिक्षण योजना के चरणों के अनुसार कराया गया है?,Sentiment: 2F.1 Has the activity been conducted according to the steps described in the teacher's guide?,74,281,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2f_obs
children_participation_in_activity_2f2,VARCHAR,TRUE,75,2F.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं ?,"2F.2 During the activity in the class, are 70% or more children participating in the teaching work?",75,281,hi,yes,FALSE,TRUE,"['nan', 'No, less than 70% of children participated', 'Teacher did not give opportunities for practice', 'Yes, 70% or more children participated']",nan,class_activity_2f_obs
children_participation_in_activity_2f2_sentiment,VARCHAR,FALSE,75.1,2F.2 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे शिक्षण कार्य में भाग ले रहे हैं ?,"Sentiment: 2F.2 During the activity in the class, are 70% or more children participating in the teaching work?",75,281,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_activity_2f_obs
teacher_activities_during_class,VARCHAR,TRUE,76,4 A.1 कक्षा कार्य के दौरान शिक्षक क्या-क्या कर रहे हैं  ?,4 A.1 What is the teacher doing during the class work,79,3397,hi,yes,FALSE,TRUE,"['unknown', 'None of the above happened', 'Giving children opportunities to express their thoughts and ask questions', 'Giving children sufficient time as per the teaching plan to complete the activity', 'Teacher is using concrete objects (posters, math kit, work cards, etc.) suggested in the plan-activity']",nan,class_lesson_4a_obs
teacher_activities_during_class_sentiment,VARCHAR,FALSE,76.1,4 A.1 कक्षा कार्य के दौरान शिक्षक क्या-क्या कर रहे हैं  ?,Sentiment: 4 A.1 What is the teacher doing during the class work,79,3397,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_lesson_4a_obs
teacher_activities_for_concept_understanding,VARCHAR,TRUE,77,"4 A.2 शिक्षक कार्य के दौरान अवधारणा की समझ (संख्या ज्ञान, जोड़, पैटर्न, ज्यामिति और मापन आदि) के लिए क्या-क्या कर रहे हैं ?","4 A.2 What is the teacher doing to understand the concept (number knowledge, addition, pattern, geometry and measurement etc.) during the work",80,3397,hi,yes,FALSE,TRUE,"['nan', 'Explaining the concept from concrete to abstract through objects and activities', 'Providing children with opportunities to learn by doing activities', 'Giving clear instructions and examples']",nan,class_lesson_4a_obs
teacher_activities_for_concept_understanding_sentiment,VARCHAR,FALSE,77.1,"4 A.2 शिक्षक कार्य के दौरान अवधारणा की समझ (संख्या ज्ञान, जोड़, पैटर्न, ज्यामिति और मापन आदि) के लिए क्या-क्या कर रहे हैं ?","Sentiment: 4 A.2 What is the teacher doing to understand the concept (number knowledge, addition, pattern, geometry and measurement etc.) during the work",80,3397,hi,yes,FALSE,FALSE,"['positive', 'unknown']",nan,class_lesson_4a_obs
class_activity_participation,VARCHAR,TRUE,78,4 A.3 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे भाग ले रहे हैं ?,"4 A.3 During class activities, are 70% or more children participating",81,3397,hi,yes,FALSE,TRUE,"['70% or more children participated', 'nan', 'No, less than 70% children participated', 'Teacher did not give opportunities for practice']",nan,class_lesson_4a_obs
class_activity_participation_sentiment,VARCHAR,FALSE,78.1,4 A.3 कक्षा में गतिविधि के दौरान क्या 70% या अधिक बच्चे भाग ले रहे हैं ?,"Sentiment: 4 A.3 During class activities, are 70% or more children participating",81,3397,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_lesson_4a_obs
solving_teacher_workbook_questions,VARCHAR,TRUE,79,4 B 1. शिक्षक कार्यपुस्तिका में दिए गये प्रश्नों को हल करने के लिए:,4 B.1 For solving the questions given in the teacher's workbook,82,1105,hi,yes,FALSE,TRUE,"['nan', 'None of the above happened', 'Giving children opportunities to express their views and ask questions', 'Giving children clear instructions with examples', 'Giving children sufficient time as per the teaching plan to solve the questions']",nan,class_lesson_4b_obs
solving_teacher_workbook_questions_sentiment,VARCHAR,FALSE,79.1,4 B 1. शिक्षक कार्यपुस्तिका में दिए गये प्रश्नों को हल करने के लिए:,Sentiment: 4 B.1 For solving the questions given in the teacher's workbook,82,1105,hi,yes,FALSE,FALSE,"['negative', 'positive', 'unknown']",nan,class_lesson_4b_obs
teacher_solving_workbook_questions,VARCHAR,TRUE,80,4 B 2. कार्यपुस्तिका में दिए गए प्रश्नों को हल करते समय शिक्षक:,4 B.2 Teacher while solving the questions given in the workbook,83,1105,hi,yes,FALSE,TRUE,"['unknown', 'None of the above happened', 'Observing the work of children', 'Helping the children to complete the worksheet as needed']",nan,class_lesson_4b_obs
teacher_solving_workbook_questions_sentiment,VARCHAR,FALSE,80.1,4 B 2. कार्यपुस्तिका में दिए गए प्रश्नों को हल करते समय शिक्षक:,Sentiment: 4 B.2 Teacher while solving the questions given in the workbook,83,1105,hi,yes,FALSE,FALSE,"['negative', 'neutral', 'positive', 'unknown']",nan,class_lesson_4b_obs
feedback_session_conducted,VARCHAR,TRUE,81,FeedBack Satra Sanchaalit,Feedback Session Conducted,27,12574,hi,no,FALSE,TRUE,"['nan', 'नहीं', 'हाँ']",nan,mentor_teacher_feedback
teacher_thoughts_presented,VARCHAR,TRUE,82,2. क्या शिक्षक द्वारा अपनी आज की कक्षा संबंधी विचार प्रस्तुत किये गये ?,2. Were the teacher's thoughts about today's class presented,28,12574,hi,no,FALSE,TRUE,"['nan', 'नहीं', 'हाँ']",nan,mentor_teacher_feedback
teacher_thoughts_main_points,VARCHAR,TRUE,83,3. शिक्षक द्वारा रखे गए विचार की 02 मुख्य बातें लिखिए। (100 शब्द से  कम),3. Write the two main points of the thoughts presented by the teacher. (Less than 100 words),29,12535,hi,no,FALSE,FALSE,nan,nan,mentor_teacher_feedback
positive_feedback_given,VARCHAR,TRUE,84,4. क्या आपने शिक्षक को उनकी कक्षा प्रक्रिया/ शिक्षण कौशल संबंधी मुख्य सकारात्मक एवं प्रेरक बातें बताई?,4. Did you tell the teacher the main positive and inspiring things related to their class process-teaching skills,30,12574,hi,no,FALSE,TRUE,"['nan', 'नहीं', 'हाँ']",nan,mentor_teacher_feedback
shared_positive_improvements_with_teacher,VARCHAR,TRUE,85,"5. ऐसी दो मुख्य सकारात्मक, सुधार के क्षेत्र एवं प्रेरक बातें लिखिये जो आप द्वारा शिक्षक के साथ साझा की गई |  (100 शब्द से  कम)","5. Write two main positive, improvement areas and inspiring things that you shared with the teacher (Less than 100 words)",31,12571,hi,no,FALSE,FALSE,nan,nan,mentor_teacher_feedback
need_based_teaching_demo_done,VARCHAR,TRUE,86,1. क्या आवश्यकता पर आधारित मॉडल शिक्षण-अधिगम प्रक्रिया का प्रदर्शन(demonstration) किया गया ?,1. Was a demonstration of the need-based model teaching-learning process done?,32,12263,hi,no,FALSE,TRUE,"['nan', 'नहीं', 'हाँ']",nan,mentor_demo
class_of_teaching_demo,VARCHAR,TRUE,87,1.1 आपने मॉडल शिक्षण-अधिगम प्रक्रिया का प्रदर्शन(demonstration) किस कक्षा में किया?,1.1 In which class did you demonstrate the model teaching-learning process?,33,12059,hi,no,FALSE,TRUE,"['nan', 'कक्षा- 1', 'कक्षा- 2', 'कक्षा- 3', 'कक्षा- 4', 'कक्षा- 5', 'कक्षा- 6', 'कक्षा- 7', 'कक्षा- 8', 'बाल वाटिका']",nan,mentor_demo
subject_of_teaching_demo,VARCHAR,TRUE,88,1.2 आपने मॉडल शिक्षण-अधिगम प्रक्रिया का प्रदर्शन(demonstration) किस विषय और अध्याय के लिए किया? (100 शब्द से  कम),1.2 For which subject and chapter did you demonstrate the model teaching-learning process? (Less than 100 words),34,12055,hi,no,FALSE,FALSE,nan,nan,mentor_demo
duration_of_teaching_demo,VARCHAR,TRUE,89,1.3 आपने मॉडल शिक्षण-अधिगम प्रक्रिया का प्रदर्शन(demonstration) कितने समय तक किया?,1.3 How long did you demonstrate the model teaching-learning process?,35,12059,hi,no,FALSE,TRUE,"['20 मिनट तक', '30 मिनट तक', 'nan']",nan,mentor_demo
type_of_method_used_in_demonstration,VARCHAR,TRUE,90,1.4 आपने मॉडल शिक्षण-अधिगम प्रक्रिया के प्रदर्शन(demonstration) में मुख्यतः किस विधा का प्रयोग किया?,1.4 What type of method did you mainly use in the demonstration of the model teaching-learning process,36,12059,hi,yes,FALSE,TRUE,"['TLM-Use of print rich material', 'nan', 'Other', 'Use of game activity', 'Use of math kit-science kit etc.', 'Conversation with children', 'Group work by children', 'Use of lecture method', 'Storytelling-poetry recitation with expressions']",nan,mentor_demo
type_of_method_used_in_demonstration_sentiment,VARCHAR,FALSE,90.1,1.4 आपने मॉडल शिक्षण-अधिगम प्रक्रिया के प्रदर्शन(demonstration) में मुख्यतः किस विधा का प्रयोग किया?,Sentiment: 1.4 What type of method did you mainly use in the demonstration of the model teaching-learning process,36,12059,hi,yes,FALSE,FALSE,"['neutral', 'positive', 'unknown']",nan,mentor_demo
dialogue_with_principal_and_teachers,VARCHAR,TRUE,91,1. क्या आपने अपने मुख्य अवलोकन बिन्दु व सुझाओं को लेकर प्रधानाध्यापक एवं सभी शिक्षकों के साथ संयुक्त रूप से संवाद किया?,1. Did you have a joint dialogue with the principal and all teachers regarding your main observation points and suggestions,37,12505,hi,no,FALSE,TRUE,"['nan', 'नहीं', 'हाँ']",nan,convo_with_staff
duration_of_dialogue_session,VARCHAR,TRUE,92,1.1 ये संवाद सत्र कितनी देर चला?,1.1 How long did this dialogue session last,38,12322,hi,no,FALSE,TRUE,"['10 मिनट से कम', '20 मिनट तक', '20 मिनट से अधिक', 'nan']",nan,convo_with_staff
discussion_points_with_principal_and_teachers,VARCHAR,TRUE,93,1.2 आपने प्रधानाध्यापक एवं सभी शिक्षकों के साथ संयुक्त रूप से संवाद में क्या बातें की?   (100 शब्द से  कम),1.2 What did you discuss in the joint dialogue with the principal and all teachers (less than 100 words),39,12321,hi,no,FALSE,FALSE,nan,nan,convo_with_staff
future_action_points_for_current_school,VARCHAR,TRUE,94,"1. आज के कक्षा अवलोकन, मॉडल शिक्षण-अधिगम प्रक्रिया के प्रदर्शन तथा फीडबैक सत्र के पश्चात क्या आपने वर्तमान विद्यालय के संबंध में स्वयं के लिये आगामी कार्य हेतु मुख्य कार्य बिंदुओं का निर्धारण किया?","1. After today's class observation, demonstration of the model teaching-learning process and feedback session, did you determine the main action points for future work in relation to the current school",40,11779,hi,no,FALSE,TRUE,"['nan', 'नहीं', 'हाँ']",nan,convo_with_staff
upcoming_work_action_points,VARCHAR,TRUE,95,2. आगामी कार्य हेतु 02 मुख्य कार्य बिन्दु (Key Follow-up action points) लिखें। (इसमे मुख्यतः यह लिखना है की आप निकट भविष्य में किस प्रकार इस विद्यालय को निपुण भारत के रूप में विकसित करेगे | यह शिक्षक के साथ साझा किये गए मुख्य सुधार के बिंधुओ पर आधारित होगा |)  (100  शब्द से  कम),2. Write 02 main action points for upcoming work (Key Follow-up action points). (Mainly write about how you will develop this school into a proficient India in the near future. This will be based on the main improvement points shared with the teacher.) (Less than 100 words),41,11613,hi,no,FALSE,FALSE,nan,nan,convo_with_staff
